text,is_kelas
suka bgt sama jawaban semalem apakah orang baik masih mendukung orang baik,1
katanya pak anis orang baikkok waktu debat nyindir terussebaiknya jgn lakukan lagi malu saya,-1
teori serap anggaran,0
tapi menteri pecatan bro,-1
kami tidak pernah dipecat langsung ko,0
mantab nih apalagi penghasilan uno,0
maju terus pak anies salam bersama,1
anis mmg bdohtk mmpu brsaing tompi bilng tdk puny program  feasible,-1
ahok jujur tegas cpt,1
cagub lain barujanji,-1
cagub lain baruteori,-1
pilih ahok terbukti,1
ya jelas pilih ahok lah  sudah beri bukti bukan  baru janji mau beri bukti,1
coba aja lo terapin  dki  dki bnyk  salah tp nyolot,-1
ow githu ya kok  ya jd mentri,-1
dia bekas mentri pendidikan  dipecat kok bicara soal pendidikan,-1
kalau anis seperti gadis perawan cantik tak berpengalaman,-1
 dimisalkan incumbent janda beranak banyak  sudah ganti suami sangat pengalaman,0
malah  alfamart ya belinya menguntungkan retail besar,0
 seluruh acara kita jd tahu mana cagub  berkelas intelek  cocok buat jakarta bravo pak,0
setuju mbak pilih cagub  berkelas intelek bravo pak pak,0
gaya bicaranya berkelas intelek bravo pak pak,1
melihat debat kmrn kita jadi tahu  jelas terbukti mana cagub  berkelas intelek bravo pak br,0
penghargaan tokoh pembawa perubahan dunia majalah foresight jepang,1
melihat debat kmrn jadi paham  emang terbukti mana cagub  berkelas intelek bravo pak pak,0
inilah mental tdk disiplin menjadi budaya  bgmn menurut,0
padahal jg bajunya selalu putih tim  pendukungnya baju putih  bukan kosmetik  pakean seharinya,0
dki beda bro banyak  suka fitnah kalo dihukum tertutup,0
anda  nyinyir anda pikir gaji sbg gubernur dki jakarta sebanding  penghasilan  berbagai p,0
namanya  kampanye pak lebih gampang klaim ide org sindir ahok anies kenapa baru sekarang b,0
melihat debat kmrn emang terbukti mana cagub  berkelas intelek bravo pak pak,0
sepertinya bgtu sayang yaaa dl sy sangat respect sm beliau,0
melihat debat kmrn jadi tahu mana cagub berkelas intelek pak pak,0
namanya  debat bung  bukan vulgar tp berkelas and intelek bravo pak pak,0
suka  penampilan pak  pak  pnampilannya mirip saat debatnya pilpres as berkelas,1
karir kemitraan bagi pembaruan tata pemerintahan,1
lupa kali kan diberhentikan dia udah move on cari kerjaan lain,0
mana,0
sudah pintarpun masih harus belajar lagi,0
puas nonton debat semalam terima ksh   calon  sudah hadir,1
kritik dibantah  bukti dilapangan by chirpstory,0
belajarlah  timnas  bekerja sama  baik jakarta jg hrs maju bersama,0
habislah cerita orang  gak paham apa  sesungguhnya dimaksudkan anies,-1
motivator pengganti mario teguh,0
wajar la ahy gk datang masa dia lawan  gk imbangnya ahokanis mana imbang ahy,-1
orang klo dah tdk mampu lg berdebat  menyerang secara personal  sah org  bodoh stupid,-1
indonesia bersatu aman damai tanpa penista agama jakarta maju bersama ,1
warga jkt bersama dukung  bersih cerdas,1
cmn bilangin sm hti ambil data  pksprabowo uda pengalamanmalah sampe acara sujud syukur loh,0
ahli buat data palsubohong terus asal gaya mirip p buat penonton terkesima kerja data kongkrit,-1
iya sudahlah daripada berantem mending pilih  adem cieee gue,1
mana kandidat pepo debat kalian berdua luar biasa anak pepo biasa  luar,-1
keren nih pak mudah mudahan bapak terpilih jd gubernur dki,1
skrg saya jd lebih paham pak anis knp anda dipecat oleh jokowi,-1
mana kandidat pepo klo kemarin anak pepo ikut sy yakin kalah sama kalian debatnyalanjutken,-1
terpikir hal  sama ,0
ga nyambung bro one man show  trkait sistem plksnaan pmrinthan,0
yahair mineral harganya g sebrpa bro smbr waras reklmasi dll,0
masih ingat rukun iman percaya  kitab kitabnya atau udah g percaya lagi,0
  asli benar oom skrg ngerti emang udah tepat tuh pak dhe keputusannya,0
haha blunder,0
mengingat kurang cukup kompeten ketika menjabat menjadi mentrinya pak terbukti pak anis  reshuffle,-1
pertanyaannya kenapa emang ga  orang  lebih kompeten lagi  menjadi pesaing,-1
mungkin gerindra bikin survey  ternyata om angry bird gak mencukupi elektabilitasnya sehinggal dipanggil,-1
sebenernya saya  sih,0
semakin ga jelas nih pak smakin paham knpa anda dipecat sbg menterijgn bapak skrg sdg pake co,-1
sebelum nama muncul menjadi cagub  gerindra si angry bird adalah cagubnya apa  kurang pamor jd diselip,-1
apa indonesia krisis pemimpin sebetulnya lawan ahok tidak sepadan dipecat sdngkn gak perlu dibahas,-1
pak gmn caranya mencegah orang supaya ga sakit  mengubah mindsetsprti  bapak bilang tadiga ngerti aku,0
hakhakhakkali cucok  sob,0
nonton debat  kompas tv tadiaku geli sendiri denger visimisi pak maaf  bkn visimisi tapi baca puisi,-1
skrng warga jakarta sudah tau  mencalonkan gubernur jakarta hnya  dua yakni,1
y calon   dukung o komisioner kpkbambang w adnan pandu,1
 menteri gagal ngomong banyak sebakul dia lupa pak jokowi pecat dia  gak becus kerja,-1
reklamasi dibatalkanutk jakmaniastadion sekelas oldtrafford akn dibangun,0
cumaaniessandi  berani tolak reklamasiuangcukonglewat asakrjutkrakyat,1
yuk kita googlekira muncul ga ya,0
cagub contoh baik berani adu debat positif,1
kjp plus bs dpake  sekolah pesantrenkuliahkursuskejar paket ac,0
perbandingan  gk nyambung rekam jejaknya pun buruk,-1
dahsyaat bro  jak maniaaniessandi mw buat stadion sekelas old trafford,0
dominan bnyak  kecewa tp itulah momentum lambat laun topeng politik  mudah terbuka,-1
jejak rekmnya kan emg jlek anis jd mentri  gntigk becus uno ikut tax amnesty,-1
mentri pendidikan pula lagiharusnya kasi contoh  baik bukan tukang nyinyir,-1
alo ngomong pendidikan pak  putus sekolah dll bapak pernah jadi menteri toh ,-1
rakyat kecil sakit pake kjs plus lsg daftar  rsga ribet pake rujukan dulu,0
debat  sangat baik  membuka mata masy siapa  layak jd gub,0
smw program kerja anies sandipro rakyat kecil trutama  guru mantapmsejahterakan bgt,1
diproklamasikan atau diproklamirkan pak,0
tetap aja penakut,0
salam bersama pak anies,1
chirpified survey lsi mayoritas publik ingin gubernur baru oleh,0
kalau  pekok ya iya,0
katanya jangan sara tapi bawa agamahayoo kita ga perlu gubernur kayak lu mending lu mundur,-1
kami tidak pernah dipecat kata pak djarot hayoloh   pecat hahahahhahahahahhahahahahhaahahahahahha,-1
tdk  jawaban kongkrit  jelas   setiap memberi jawaban detailny tdk jelasq,-1
thanks ya om tuk kehadiran beserta pencerahannya kemarin malam,1
klu rumah menghalangi aliran air  mau diapain mas perjelas dong,0
bingung bos gmn cara kejar undecided voter kalo ramah kehabisan stock uv kalo frontal swingvoter  badja,0
konsep modern  menata warga bantaran kali  seperti apa sih,0
hahahaha setuju om,0
diganti oleh mas  bang aamiin,1
 ga ikut no lg dicari sama pak rt,0
cocoknya jadi motivator  keahliannya  situ berkata suruh kerja nyata ya bingung,-1
kndidat takut debat gausah nyagub,-1
mantab aniessandimjawab  tegasprogram kerja pro rakyat kecil dki jkt,1
masih mau ngomongin diberhentikan  politisasi sby  pernah diberhentikan jadi menteri sebelum jd ri periode,-1
cakep bang,1
blm sempurna jd orang utan nya huahah,0
 kenapa ngak ikut aja,0
ya  ltltlt cm hebat lompat doank huahahahah,-1
 ga hadir pengecut jago kmpnye doank bohongin rkyt kcl,-1
gayamu slm mendikbud kemarin ngapain ngaca,-1
siapa  pantas jadi gubernur dki no no no,0
mari kita berjuang  damai tidak saling caci maki  saling meruigikan orang lain,0
catet cc,0
hehehe makanya anis digusur jd mendikbud  tdk  bekerja cmn pencitraan doanglah,-1
teladan banget emang mas,1
nih pak,0
bapak lebih cocok jd guru ppkn dprd jadi gubernur jakarta ngomong soal mmbangun manusia tp cuma  hasil kerja org lain,-1
br liat depat cagub  rosi ternyata nyolot  ya tp gpp  penting hadir drpd tidak,-1
udah overload ngadapin ahok,-1
heh sejak km jd mentri  sdh  program revolusi mental km pikir  apa idiot loe bego,-1
mas  bang kampanye otentik bukan kosmetik sudah cukup jakarta dikotak kotakan mari wu,1
semoga pak tonton ulang debat kompas tv sehingga beliau lebih bijak lagi  berdebat,0
lebih cocok gantiin mario teguh,-1
humas,0
wow kalah  segala hal masak terdakwa mau dilawan pak kasihan nanti nangis lagi dah nggak usa,-1
perjuangan  tidak harus menipu,0
relawan mas gak bakalan menyesal lah  terbukti bkn kutu loncat  konsisten,1
kami  bajabuka barisan jakarta bugis makassar dukung pak anies,1
mas konsisten  maju bersama  menjadi hero bersamamelalui pembangunan sdm nya,1
penulis mungkin,0
 menggusur ruang hidup,0
kota mati lah situ waktu mendikbud prestasinya apa,-1
pilkada tahun milih siapa  share,0
beri program membangun benda hidup jgn cm omdo  pura pinter,-1
bpk rumah tangga,0
membangun benda hidup butuh puluhan tahun pakai otak loe,-1
apa yah gw pikir motivator tapi kok nyinyirin terus ya jadi inget mt,-1
ternyata bnyk para intelektual  jadi aneh canggung kalo jd praktisi  lapanganbeda     bukuteori,-1
 soal penataan tanpa menggusur  loh belum kejawab  caranya,0
maju kotanya bahagia warganya barisan jakarta bugis makassar,0
hanya sedikit mengkritisi,0
setuju agak salah strategi gaya menyerang bertolak blkg  posisi intelektualitasnya justru ga la,-1
gantiin mario teguh,-1
satpol pp,0
super mantap pak anies saya dkk dukung pak anies sandiaga mrkan,1
anies tadi norak banget,-1
hahahamenepuk air terpercik muka sendiri ya pak,-1
anak mami tidak datang yaitu takut y,-1
cc  jelaskan  pencerahan pak,0
saya  malah bangga saat ahok berubah menjadi lbh baik anies berubah jadi lebih nyinyir,1
betul perubahan kepimpinan  dulu santun tapi korupsi jadi pemimpin tegas berani bersih,1
tadi pak djarot nantang adu data sama pak tuh sambutlah gtu kan pak,0
mention mas dong bang jgn segan ah,0
memangnya pak ahok sudah  beresin banjir seutuhnya yah mba kemang aja masih banjir smpe skrg,-1
koq gak pinterpintermasih sakit kah,0
sentuhan karya anak bangsa  bapak bangsa,0
masa depan indonesia berada  tangan entrepreneur,0
kalau ditanya  mungkin solusinya adalah pelibatan masyarakat  pendidikan  merubah,0
sy tulus mendukung klo pak kalahbisa ambil peran sbg motivator mumpung pasarnya terbuka lebar sejak  kasus,-1
iya sih data versus data jadi  kelihatan data siapa  paling valid atau jgn data  diajukan,0
kalo aku jadi ahok pasti udah ku tanya,0
nonton asli keren banget debat cagub tapi serasa debat pilpres,0
saya bukan anak ketua partai gerindrasandi bukan anak ketua partai pks pak lupa ya kalo ga ikutan debat,0
agus klaim jakarta saatnya kreatif,0
ayo  bengkulu gaes,0
pak anies sptnya gagal move on ngmgnya pendidikan mulu debat  cerdas jgn nyinyir n nyindir,-1
bukti cc,0
jd menteri  pembantu dipilih president jd dia dipecat bkn dilengserkan,-1
terus diskakmat dah sama mas anies gak pernah ngumpulin ktp,0
kata  trus   puter ulang,0
pilih gub  sdh terujiterbukti simple khan,0
betul bgt tuh skak,0
cuma  kritik tapi gabisa kasih solusi  jelas n detail pantas diberhentikan oleh pak jkw,-1
kok serang isu pribadi dr awal g dgr kyk na hya pidato keadilan sosial tp program scr kongkrit gk ,-1
pak tetap andalkan tuhan amin  seorang ayah  berupaya memback up sang anak,0
stelah liat debat td jujur aja makin gak respek  kok td nyerang pribadi mlulu kira santunya dimana ya,-1
debate kali   dibil imbang lahyg kalah si ahy  ga datang ga  tonton ya ga dicoblos,-1
kritik dibantah  bukti dilapangan by,0
liat track record kami berdua dipecat jadi menteri  selamat hari korupsi,-1
harap disimak pk,0
chirpified kritik dibantah  bukti dilapangan by,0
pak anies la mbo diajak debat,0
mau sih pilih pak anies tapi setelah periode yabiar tau repotnya ntar,1
gak elegant blassssgak respect lagi sama,-1
kl terus dikomporin sprti twit anda   makin bnyk orang  antipati kpd ahok sekaligus mbabibuta membela ahok,-1
 pak kalau jadi gub tolong jangan dilanjutkan atau dibikin sistemnya jangan merugikan cc,0
mudahan terus ya pakmenang atau kalah sudah   ngatur,1
bukan dipecattp dilengserkanhe,0
sempurna dihadapan publik  debat  kpu,0
strategi khususnya pencitraansaat  mungkin sby lagi mematangkan ahy  tampil,-1
maneeee jagoan lo bang chilli,0
biar terbukti yuk dukung no,1
lihat nanti debat  kpu bagaimana polesan sby  ahy waspada tum  sby  ahli,0
pengen baca pembelaan atas penampilan tadi,0
ayo dukung ahy loncat dr puun kelapamilih gub  jls normal aja jln pk kaki ga pk loncat,-1
cagub lain baru janjiahok udh bukti,1
kalau pak ahok  ngomongin agama  tengah rapat kerja kunjungan kerja gak   salah ya,-1
tanya galileo lah,0
daripada bro lu kena skak konsistensi trus diem ngumpet plester mulut,0
pak ahok hebat ya sama sekali gak kepancing ikut nyinyiri salut pak ahok,1
om  disebut memanusiakan apa sih ngomong memanusiakan tapi gak  dijabarin,-1
ingat tum kelebihan ahok  anies  berdebat dijadikan kelebihan  ahy,0
nanti mbak tgl feb juta ktp siap coblos,0
jangankan koruptor  dki tommy soeharto aja dilawan mas  masa jayanya  monopoli cengkeh,1
 kpu  tujuan mempelajari kelemahan  pak  pak  berdebat,0
gw sih suka nonton debat tapi  pilgub jakarta ga ngerasa perlu  gw pilih diantara track recnya jelas,1
terimakasih foke yekan,0
jujur aja mau atau atau  menang gw ga peduli mereka semua ok asal jangan si satu  dah,0
mas apa  dilakukan pak  mengganti penggusuran  jakarta,0
beda kelas bang belum lma  birokrasi ahok sdh duluan,1
mungkin  kalah dibanding urusan berbuat  jakarta beda  sudah kerja sama  ak,-1
iya yahhh takeberrrrrrrrrrrr,0
tapi kn agama bkn tools  dipakai u menyerang mas pak  memang tokoh islam wajar menunjukan identitasnya,0
tapi saat keadilan sosial bagi seluruh rakyat indonesia tercapai tmsk keadilan  minoritas  mimpin,1
cc  trhormat bpk,0
keren semua  satunya ga tau,1
om saya salah satu  kasih ktp  ahok ngak tersakiti tuh malah tambah yakin pilih no,1
beringas sekali mlm inimau serang program gk  celahserang pribadi p,-1
saran u hindari tampil nyinyir ofensif seperti merugikan diri  bekal kalau sudah berani ikut debat,0
sukses selalu pak mas agus nya mana terima kasih terima,0
terima kasih sdh hadir menghibur warga jakarta makin layak  dipilih,1
menolak lupaaaaaa,0
paslon no niat gak sih ikut pilkada,-1
jagoannya pak kalah telak malam   pak,-1
saya tag deh siapa tau bapaknya baca hehe,0
coba diliat lagi mas sebelumnya lagi ngomongin kinerja mas kok jadi kemiskinan duh mas asal nyamber sih,0
anies mengecewakan malam  betul bikin hilang respek,-1
diedit dong biar  kandidat satunya lagi,0
mantaaapppp,1
ternyata pak anies  licik jg ya keteteran diprogram  menyerang pribadi,-1
 tentang pak,0
rkyt btuh bukti bkn jnji,0
kapan ya tayangan ulang hari  ga sempat ntn,0
mohon maaf saya melihat bpk masih kurang  dibutuhkan  bukti real n untk jkt tdk mau coba,-1
debat bcra kualitas,0
 makin banyak org  nyinyir berarti beliau  org baik semoga jd dki ya pak anies,1
cagub   gila krj,0
mungkin dia lelah,0
bung bang adalah murni the profesionals,1
  kerja banyak tapi   menggerakkan  baik  benar cuma dikit bray  sa,1
katanya adil  semuakog perform trakhirnya lagu buat agama ajaga lebih umum gitu pak anies,-1
kader  pling byk korup,0
jangankan koruptor  dki tommy soeharto aja dilawan sama mas  masa jayanya  monopoli cen,1
 program  kinerja ahok ga bs diserang mungkin,0
ssh cari pmimpin  jujur,0
wah klo  sdal omong,0
atau mungkin kita memang seperti ,0
pak siiiip,1
pilih ahok jarot no  udh terbukti lanjut,1
pilih  sdh trujitrbukti,0
ahok cuma pelayan dki bkn pemimpin jd halal,0
mantap,0
u muslim ga dosa pilih jarotmuslim jg kan,1
mereka mereka lupa prihatin saiyyah,-1
pepo belum kasih ijin ikut debatnti aja debat oleh kpud br ikut,-1
ahok udh terbukti pilihlg no,1
pasangan sll dengungkan perpecahan masy dki pdhl slm  masy dki baik aja  ribut demo kan warga luar dki,-1
belum sampe bersih dah rusak sapunya yuk dukung agussylvi tuk pimpin dki,1
ahok jujur tegas pinter cepat,1
demokrat korup agy no jdgub,0
hari  pebruari pergantian gubernur dki jelas,0
demokrat korup agy no,0
kok gue kesannya gak yakin sm om yee teorinye kebanyakan padahal waktu jd menteri aja gajebo gak jelas bo,-1
kurang apa pak djarotdgn sabarnahan kesabaran mendengar sindiran seorg anis akhirnya kluar jgmakjleb,1
konsep mulu capek dah pantes dicopot dr mentri  satu lagi cabut mulu ta,-1
cagub bisnis spt anis no way,-1
tepat  nyerang pribadi malah org jd males bahas program ajah lbh fair,0
uno bisnisno,-1
kemarin kemana pak,0
 nyerang pribadi malah org jd males bahas program ajah lbh fair,-1
gak nyangka bapaknya udah terpks semudah ,0
selamat berjuang semoga menyiapkan program  terbaik  cara  terbaik,0
debat ugm mencerdaskan smga dibudayakan yak pak,0
anis teorijanji blm bukti,-1
tuh oom jangan debat lagi ikutan ga usah dateng aja,-1
laporhasil polling sementara,0
indonesia mendidik harapan baru dunia pendidikan,0
untung keburu dipecat kalo enggak bs ditilep tuh duit buat modal nyagub,-1
suaraku buat jkw ahok  aku kecewa suaraku  anis sandi,1
debat  mencerdaskan smga dibudayakan yak pak,0
bismillah,0
kwalitas kepemimpinan dki jkt  diikuti oleh kuantitas pemilih warga dki,0
pak ga pernah pake qlue ya  lapor via qlue u plynan rs  lmbt cc,-1
setujuhhh,0
terima kasih mas  mas telah meyakinkan keyakinanku  memilih kalian sebagai tauladan kepemimpinan masa kini,1
jurus bayangan tanpa wujud bang,0
ketimpangan nya dibereskan pendidikan nya dibereskan keadilan dihadirkan  persatuan dihadirkan,0
cukup kritis pak saya menikmati debat bapak  ahokdjarot,1
salah satu fokus program pak adalah membangun manusia  jakarta tapi pas debat  diserang malah manusianya terus,0
ngomongin agama sama serang personal semakin terlihat aslinya beliau bukan menenun tapi merobek kebangsaan,-1
kelihatan bingung mau menyerang kelemahan program  sisi mana lagi pilihannya ya men,-1
ruarrrrbiasa dahsyat nya usahanya sang pengusaha sukses,1
ahok udh terbukti lanjutkan,1
pak anies bbrp oknum saking bebal n gobloknya dah gak bs  santun  pelan lg paham gak,-1
penghayal  perasa jd program nya yaahhh  rasa rasa gitu,0
